capture_idx,success,attempts,requested_samples,aligned_samples,papr_db,rmsin_dbm,rmsout_dbm,idc_a,vdc_v,delay_samples
1,1,1,120000,119995,10.5804275324185,-19.3304275324185,31.2443950453465,0.103583539708101,19.9984253839628,5
2,1,1,120000,119995,11.7654039402838,-20.5154039402838,30.174883833517,0.0921025846141744,19.9986242500364,5
3,1,1,120000,119995,10.7107035276783,-19.4607035276783,31.129692889049,0.102325885060725,19.9986513088628,5
4,1,1,120000,119995,10.6591697220469,-19.4091697220469,31.1803752241665,0.103177145764952,19.9987060785355,5
5,1,1,120000,119995,11.2434643992709,-19.9934643992709,30.6664983643873,0.0974852676061303,19.9987999694029,5
6,1,1,120000,119995,10.9545525855423,-19.7045525855423,30.9047835960901,0.0999527481308499,19.9986940161671,5
