dataset,file,metric_scope,pa_checkpoint,target_gain,n_samples,nperseg,n_segments_used,sample_rate_hz,bw_main_ch_hz,n_sub_ch,nmse_db,evm_db,aclr_left_db,aclr_right_db,aclr_avg_db,psd_plot
RFWebLab_PA_200MHz,dpd_out/RFWebLab_PA_200MHz/DPD_S_0_M_DELTAGRU_TCNSKIP_H_15_F_200_P_999_THX_0.010_THH_0.050.csv,pa_after_dpd_vs_target,save/RFWebLab_PA_200MHz/train_pa/PA_S_0_M_GRU_H_23_F_200_P_1911.pt,21.750952260577755,7199,2560,3,200000000.0,18360000.0,3,-26.805799395042268,-31.777938853285143,-33.243173999573386,-31.434761688261652,-32.338967843917516,dpd_out/analysis/rfweblab_pa_after_dpd/RFWebLab_PA_200MHz__DPD_S_0_M_DELTAGRU_TCNSKIP_H_15_F_200_P_999_THX_0.010_THH_0.050__psd.png
